900 2
15.329561 6.353176
15.302184 6.435085
15.466108 6.477668
15.521298 6.529366
15.260241 6.524746
15.278680 6.303826
15.459330 6.681772
15.392433 6.585585
-6.323927 -17.680780
17.851498 3.442390
13.392607 2.703490
13.335348 2.685782
13.318215 2.630072
13.299074 2.646765
13.345481 2.531327
13.316711 2.544983
13.388178 2.696274
13.368855 2.657462
30.628336 19.736654
13.357325 2.596492
17.692278 3.246036
13.603237 2.791418
13.302628 2.532322
13.186079 2.476667
13.288716 2.510222
13.305861 2.737135
13.274392 2.660159
13.164147 2.585994
13.162326 2.549773
13.501335 2.767512
13.489604 2.623858
17.963434 3.464489
13.207134 2.656351
13.534088 2.787776
13.338222 2.644184
13.238209 2.650491
13.242799 2.572235
13.313506 2.535513
35.725540 23.456017
13.329112 2.483515
13.517614 2.647110
13.366889 2.545711
36.081661 22.914986
13.397170 2.611708
-8.003646 -18.616270
13.286359 2.646790
13.369841 2.495449
13.514090 2.607563
13.318351 2.676293
13.178319 2.624755
13.331292 2.661086
13.169863 2.481793
13.252603 2.564835
3.107113 -9.723468
13.506692 2.705198
13.438696 2.651927
13.431828 2.795828
13.417392 2.538068
13.331741 2.525302
13.511021 2.601420
13.462689 2.841571
13.565850 2.733733
13.229323 2.621711
13.229125 2.447658
17.716238 3.250482
13.203460 2.609778
13.129359 2.627074
13.397945 2.402849
13.332704 2.549020
13.248115 2.623142
13.397694 2.584981
13.096262 2.446027
13.341180 2.717465
13.441849 2.816617
13.492685 2.444320
17.122562 2.521869
13.355674 2.481725
13.374534 2.478189
13.397288 2.525643
13.203238 2.729329
13.385752 2.667027
13.417583 2.441252
13.133798 2.493205
6.962265 -4.018423
13.321726 2.729883
13.619211 2.885919
16.057045 1.952433
13.405392 2.726398
37.066582 25.847628
13.204659 2.526162
13.537322 2.547812
13.285693 2.484824
13.263254 2.617791
13.248859 2.534945
13.457133 2.824015
13.281343 2.561610
13.333218 2.700404
17.665245 3.195364
13.506034 2.693579
13.323402 2.705293
13.158753 2.392309
13.190052 2.534327
24.554844 14.082142
13.316529 2.743947
13.335775 2.507599
13.512420 2.641805
13.395846 2.637100
13.300437 2.687690
17.798571 3.424502
13.250565 2.646868
13.351132 2.540996
13.239426 2.619338
13.372358 2.609591
13.382806 2.629073
39.160225 27.475744
38.187386 27.049894
13.369074 2.618104
13.484376 2.571253
13.514561 2.703528
19.081007 4.632690
10.807902 -3.132663
-19.964520 -29.309067
10.069012 1.867054
10.100358 1.974113
10.159123 1.921010
10.102045 1.969021
10.071381 2.102382
9.963337 1.728897
10.034868 1.982929
10.120993 1.812883
-12.237141 -20.799829
17.719353 3.208148
8.697465 0.522713
9.922265 1.894696
10.058091 1.900383
10.029076 1.829218
9.824542 1.810088
2.546856 -5.459317
-2.682840 -10.508812
10.138433 1.837222
9.934306 1.760130
10.012989 1.757613
25.527025 12.382346
9.935494 1.924064
9.825074 1.700151
9.899718 1.740261
10.029455 1.820686
14.622123 6.110152
10.020509 2.013909
10.153455 1.841213
13.623059 5.251040
9.997650 2.053552
10.045421 2.045382
12.492848 -1.575575
9.762940 1.649118
10.100439 1.804089
10.012889 1.851722
10.146858 1.876968
9.942679 1.777754
9.883875 1.738614
10.153233 1.958153
9.949986 1.625542
10.047860 2.065960
9.865631 1.790782
9.469079 -3.641851
10.016065 1.607924
10.123773 1.817244
10.016241 2.036677
10.080294 1.985569
10.031191 1.866701
6.778848 -1.849308
9.929428 1.755986
10.113181 1.809444
10.010062 1.814852
10.049351 1.857060
17.840347 3.409487
31.637518 23.358894
10.259895 1.962109
9.964058 1.796842
9.946412 2.105709
10.113225 1.925774
9.846862 1.784061
10.062263 1.911985
9.995950 1.988898
9.959969 1.877570
9.837628 1.539038
18.007689 3.418138
9.959654 1.956987
9.880546 1.701021
10.179696 1.997580
10.092629 1.873115
10.169143 2.089503
9.977137 1.954335
10.168588 1.817876
9.821612 1.793652
13.735276 5.390593
9.684601 1.587723
14.729219 -0.023071
9.991157 1.860440
9.940899 1.768104
9.957847 1.938735
10.242450 1.991239
10.024029 1.760057
10.013848 1.951511
9.792039 1.726671
10.023700 1.939341
9.994529 1.837025
10.239187 2.067715
17.877485 3.521917
10.157148 2.049931
10.199387 1.944054
-6.467274 -13.806757
10.089721 1.664457
5.996220 -2.508594
9.869375 1.719392
9.791494 1.653990
9.944950 1.902291
10.147176 2.059028
10.179458 1.909755
17.996317 3.545357
9.976959 1.822145
10.038762 1.950509
9.805724 1.643077
10.237212 2.030610
10.150346 1.969252
27.148970 18.769791
10.196208 1.974076
9.984768 1.709918
10.066216 1.842427
-6.650480 -14.920267
17.653763 3.146897
17.838938 3.298455
15.973092 5.734739
16.136179 5.623443
16.201897 5.774479
15.916629 5.604964
16.007391 5.529925
21.447882 11.582649
15.939795 5.623440
12.781503 3.146591
15.907834 5.460768
15.951180 5.719231
17.845936 3.445890
15.926681 5.648759
15.963739 5.569005
16.034212 5.726879
16.064148 5.521195
16.159424 5.796985
16.006104 5.715644
16.326654 5.911720
12.273289 2.203773
15.862759 5.702620
15.943070 5.542111
17.808201 3.232760
16.217220 5.780642
15.865746 5.372461
16.198763 5.691256
16.094330 5.708648
15.897926 5.580115
-1.264144 -11.838932
16.205442 5.893759
16.196178 5.705132
16.099485 5.585217
16.029518 5.549746
17.734495 3.130115
16.000423 5.557201
19.186657 9.384584
10.089641 -0.365897
16.211920 5.654170
16.169010 5.509978
15.979949 5.737123
16.237293 5.654582
15.849870 5.560333
4.682879 -3.095124
15.777323 5.386188
17.954105 3.251277
9.556118 -0.858474
15.943576 5.574183
16.115980 5.828362
11.636137 1.867422
16.141693 5.674686
16.124456 5.725138
-0.768506 -11.469117
-1.813958 -10.855072
16.195816 5.695371
16.208128 5.866134
-nan -nan
16.158600 5.813785
15.993305 5.696501
15.969687 5.793836
15.696234 5.335683
16.103260 5.740939
16.102058 5.691021
15.930162 5.504172
16.130058 5.660431
16.053663 5.591941
16.248655 5.904725
-6.672898 -17.732424
16.288639 5.651817
15.951195 5.757646
16.140501 5.666928
16.182655 5.721170
30.214184 18.889532
13.588063 3.612323
9.769698 -0.767724
16.169247 5.622031
12.503987 2.501965
16.165838 5.689534
18.045145 3.265025
16.270199 5.934231
15.758367 5.298760
16.262751 5.675073
-7.730470 -20.545982
16.260311 5.866258
16.169655 5.827628
16.270876 6.010471
16.237528 5.968357
15.995440 5.540877
16.065504 5.783276
17.603876 3.112098
16.095526 5.659761
15.928022 5.834705
9.829391 -0.666511
12.527752 2.418029
16.240459 5.683021
-1.755901 -10.824924
22.661730 12.662984
16.009359 5.737975
6.369923 -4.019585
28.109468 18.693623
17.755041 3.294009
15.835979 5.425445
16.070143 5.478947
16.183065 5.973313
12.424934 2.379063
16.048178 5.716514
16.026745 5.641915
16.267279 5.956395
16.204062 5.533463
41.664612 31.192959
15.903114 5.418563
17.619675 3.283154
18.053671 3.498691
15.407997 2.454182
15.393995 2.560251
15.291192 2.395560
15.420071 2.437027
15.352451 2.369601
15.381554 2.343277
15.431751 2.434435
15.302387 2.367235
15.541183 2.551198
15.352373 2.361817
17.900822 3.383845
15.502489 2.513613
15.499770 2.593399
15.511931 2.572788
15.469865 2.497074
15.317304 2.232949
15.403902 2.421131
15.435439 2.607130
15.517291 2.586548
15.430246 2.431501
15.572882 2.497728
17.643063 3.212662
15.470622 2.560636
15.468511 2.558228
15.359888 2.355005
15.244924 2.314194
15.264420 2.270768
15.484040 2.444644
15.399447 2.452047
15.441627 2.564201
15.507729 2.687022
15.477924 2.532055
1.566491 -11.203123
15.508285 2.412898
15.369308 2.518617
15.535983 2.541270
21.198744 8.057078
15.550813 2.538510
15.483935 2.373645
15.601331 2.462336
15.303349 2.640356
15.431359 2.498863
15.227285 2.478909
17.840511 3.552290
15.301956 2.620553
15.332906 2.416274
15.424911 2.600296
15.287951 2.403399
15.395187 2.517572
15.398450 2.314726
15.662433 2.542771
15.563055 2.625962
15.511324 2.579380
15.404680 2.296238
17.862967 3.368001
15.517784 2.631918
15.458133 2.392196
15.572592 2.699365
-16.915215 -29.428469
15.416109 2.430681
29.105473 16.992853
15.259148 2.320934
15.382916 2.518903
15.528563 2.666996
15.422675 2.587439
17.903215 3.399154
15.450246 2.617584
15.559457 2.545914
15.532112 2.443724
15.521734 2.482154
15.227314 2.419322
15.576236 2.634640
15.434835 2.353030
15.532337 2.493348
15.617005 2.690939
15.080431 2.370512
17.862518 3.352176
15.415247 2.427290
15.352407 2.524805
15.501981 2.363940
15.360757 2.474812
15.588180 2.569435
15.603539 2.470448
15.262660 2.275306
15.524847 2.361650
15.446939 2.430809
15.500126 2.541359
17.991127 3.583541
15.488381 2.594765
15.625060 2.556078
23.122236 9.572307
15.370149 2.549991
28.314642 15.321213
15.711250 2.740168
15.437811 2.250334
15.523845 2.475379
15.568502 2.477014
15.519918 2.570177
2.941647 -9.776905
15.614944 2.762547
15.385747 2.345962
15.503181 2.495095
15.585838 2.573125
15.520384 2.544784
-1.734848 -15.335332
15.370901 2.403834
15.487926 2.387287
15.410830 2.442305
15.251765 2.416688
17.966103 3.574472
17.742382 3.205914
-nan -nan
17.628296 3.181449
12.775004 -1.442114
17.583487 3.058408
17.923889 3.351668
17.916018 3.412569
17.888502 3.236157
17.696213 3.190642
39.381161 25.578125
