289 800
161 144 1
161 160 1
162 13 1
162 24 1
162 145 1
163 145 1
163 147 1
163 162 1
164 147 1
164 148 1
164 163 1
165 148 1
165 149 1
165 164 1
166 149 1
166 150 1
166 165 1
167 150 1
167 151 1
167 166 1
168 157 1
169 151 1
169 152 1
169 167 1
170 152 1
170 153 1
170 169 1
171 153 1
171 154 1
171 170 1
172 154 1
172 155 1
172 171 1
173 155 1
173 156 1
173 172 1
174 156 1
174 158 1
174 173 1
175 158 1
175 159 1
175 174 1
176 159 1
176 160 1
176 175 1
177 237 1
177 238 1
177 160 1
177 161 1
177 176 1
178 2 1
178 13 1
178 162 1
179 168 1
180 162 1
180 163 1
180 178 1
181 163 1
181 164 1
181 180 1
182 164 1
182 165 1
182 181 1
183 165 1
183 166 1
183 182 1
184 166 1
184 167 1
184 183 1
185 167 1
185 169 1
185 184 1
186 169 1
186 170 1
186 185 1
187 170 1
187 171 1
187 186 1
188 171 1
188 172 1
188 187 1
189 172 1
189 173 1
189 188 1
190 179 1
191 173 1
191 174 1
191 189 1
192 174 1
192 175 1
192 191 1
193 175 1
193 176 1
193 192 1
194 238 1
194 239 1
194 176 1
194 177 1
194 193 1
195 256 1
195 267 1
195 278 1
195 2 1
195 178 1
196 245 1
196 256 1
196 178 1
196 180 1
196 195 1
197 234 1
197 245 1
197 180 1
197 181 1
197 196 1
198 223 1
198 234 1
198 181 1
198 182 1
198 197 1
199 212 1
199 223 1
199 182 1
199 183 1
199 198 1
200 112 1
200 212 1
200 183 1
200 184 1
200 199 1
201 190 1
202 1 1
202 112 1
202 184 1
202 185 1
202 200 1
203 0 1
203 1 1
203 185 1
203 186 1
203 202 1
204 0 1
204 249 1
204 186 1
204 187 1
204 203 1
205 248 1
205 249 1
205 187 1
205 188 1
205 204 1
206 247 1
206 248 1
206 188 1
206 189 1
206 205 1
207 246 1
207 247 1
207 189 1
207 191 1
207 206 1
208 244 1
208 246 1
208 191 1
208 192 1
208 207 1
209 243 1
209 244 1
209 192 1
209 193 1
209 208 1
210 239 1
210 240 1
210 241 1
210 242 1
210 243 1
210 193 1
210 194 1
210 209 1
211 201 1
212 112 1
213 211 1
214 213 1
215 214 1
216 215 1
217 216 1
218 217 1
219 218 1
220 219 1
221 220 1
222 221 1
223 212 1
224 222 1
225 224 1
226 225 1
227 226 1
228 227 1
229 228 1
230 229 1
231 230 1
232 231 1
233 232 1
234 223 1
235 233 1
236 235 1
237 236 1
238 237 1
239 238 1
240 239 1
241 240 1
242 241 1
243 242 1
244 243 1
245 234 1
246 244 1
247 246 1
248 247 1
249 0 1
249 248 1
250 146 1
250 157 1
250 168 1
251 168 1
251 179 1
251 250 1
252 179 1
252 190 1
252 251 1
253 190 1
253 201 1
253 252 1
254 201 1
254 211 1
254 253 1
255 211 1
255 213 1
255 254 1
256 245 1
257 213 1
257 214 1
257 255 1
258 214 1
258 215 1
258 257 1
259 215 1
259 216 1
259 258 1
260 216 1
260 217 1
260 259 1
261 217 1
261 218 1
261 260 1
262 218 1
262 219 1
262 261 1
263 219 1
263 220 1
263 262 1
264 220 1
264 221 1
264 263 1
265 221 1
265 222 1
265 224 1
265 225 1
265 264 1
266 135 1
266 146 1
266 250 1
267 256 1
268 250 1
268 251 1
268 266 1
269 251 1
269 252 1
269 268 1
270 252 1
270 253 1
270 269 1
271 253 1
271 254 1
271 270 1
272 254 1
272 255 1
272 271 1
273 255 1
273 257 1
273 272 1
274 257 1
274 258 1
274 273 1
275 258 1
275 259 1
275 274 1
276 259 1
276 260 1
276 275 1
277 260 1
277 261 1
277 276 1
278 267 1
279 261 1
279 262 1
279 277 1
280 262 1
280 263 1
280 279 1
281 263 1
281 264 1
281 280 1
282 225 1
282 226 1
282 264 1
282 265 1
282 281 1
283 124 1
283 135 1
283 266 1
284 266 1
284 268 1
284 283 1
285 268 1
285 269 1
285 284 1
286 269 1
286 270 1
286 285 1
287 270 1
287 271 1
287 286 1
288 271 1
288 272 1
288 287 1
